"address","businessProfileId","categories/0","categories/1","categoryName","cid","city","countryCode","fid","hotelStars","imageUrl","isAdvertisement","isLocalGuide","kgmid","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Atmosphere","reviewContext/Hair type","reviewContext/Maintenance","reviewContext/Negative","reviewContext/Positive","reviewContext/Price","reviewContext/Requested style","reviewContext/Services","reviewContext/Specialties","reviewContext/Stylist","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","false","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","en","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"2 days ago","2026-08-31T14:24:14.001Z",,"2026-09-01T13:16:05.000Z","Dear Ms A M, 

 Thank you for taking the time to share your experience and give us your wonderful feedback.
We look forward to welcoming you soon at Bedashing!",,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT21kallUbEVaa1oxVnpoMVNrbEtaVGhoUVRWNVFuYxAB",,,,,,,,,,,,,,"Google",,,"2",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","5","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","I had such a lovely experience with Maryam! I asked for layers and she gave me exactly what I wanted. I absolutely love how my hair turned out, She was also so polite, sweet, and welcoming from the moment I walked in, which made the whole experience even better. I’m really happy with my haircut and would definitely come back.",,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","false","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","en","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"5 days ago","2026-08-28T07:34:57.554Z",,"2026-08-29T08:17:49.000Z","Dear Sharon, 

 Thank you for taking the time to share your experience and give us your wonderful feedback.
We look forward to welcoming you soon at Bedashing!
",,,,,,,,"Hairstyling",,,"Ci9DQUlRQUNvZENodHljRjlvT25GME5HZHFTVlJrY2toRU4wWkxlRTlGVHpWSVRVRRAB",,,,,,,,,,,,,,"Google",,,"7",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","5","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","Usually use the bedashing lounge in zayed airport .this time i visited al Barsha for cut colour and blow dry..
nice warm welcome at reception ..
Overall Very happy with advice and service I received..
Thank you to the stylist Tharine .

Overall a great experience ..
Would recommend a visit...",,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","true","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","ar","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"Edited a week ago","2026-08-21T14:34:47.834Z",,"2026-08-22T08:44:38.000Z","Dear Ms Amira, 
 
We regret to hear about the experience during your recent visit at Bedashing, we take our customers'
satisfaction as our top priority, please be assured that your feedback is very valuable for us and we always strive to improve our services and customer service.
Kindly share with us your contact details on hello@bedashingbeauty.com and our Client Relations team will be in touch with you.
We thank you for choosing Bedashing Beauty Lounge.
",,,,,,,,"Pedicure, Manicure",,,"ChZDSUhNMG9nS0VJQ0FnSUNEMDctOFlBEAE",,,,,,,,,,,,,,"Google",,,"121",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","1","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","خدمة سيئة","poor service","Bedashing Beauty Lounge Al Barsha","4.6","en","https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","true","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","en","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"2 weeks ago","2026-08-13T10:07:03.902Z",,"2026-08-18T11:15:29.000Z","Dear Ms. Hajer, 
 
We regret to hear about the experience during your recent visit at Bedashing, we take our customers'
satisfaction as our top priority, please be assured that your feedback is very valuable for us and we always strive to improve our services and customer service.
Kindly share with us your contact details on hello@bedashingbeauty.com and our Client Relations team will be in touch with you.
We thank you for choosing Bedashing Beauty Lounge.
",,,,,,"AED 1,000+",,,,,"Ci9DQUlRQUNvZENodHljRjlvT25ZME1EUXhWRXQxU1haTWFuSTVkMFk0WDIxbVgyYxAB",,,,,,,,,,,,,,"Google",,,"21",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","1","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","I did the bb cream and it’s not my first time it was my fourth actually but my first here and my last , it was the most expensive one as well , which is a bit annoying because you expect the better but no it’s been one month from the treatment and already gone , usually it remains for at least 3 months as it should ! So bb cream is no for me here don’t recommend , and they call you to tell you we can’t do anything for you as well 😂 so why you called ?",,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","true","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","ar","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"a month ago","2026-07-22T14:21:55.013Z",,"2026-07-25T06:29:52.000Z","Dear, Sana Dahrou Thank you for taking the time to share your experience and give us wonderful feedback . We look forward to welcoming you soon at Bedashing!",,,,,,"AED 300–400",,,,,"Ci9DQUlRQUNvZENodHljRjlvT25ZemVreDRSamxGVFU1RVVsTlphRzQwWWtodVNrRRAB",,,,,,,,,,,,,,"Google",,,"11",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","5","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","كانت تجربة جميلة سويت احلى حمام مغربي ومناكير وبدكير روعة المكان نظيف وتعاملهم جدا راقي انصح فيه بشدة","It was a wonderful experience. I had the most amazing Moroccan bath, manicure, and pedicure. The place was clean and their service was very professional. I highly recommend it.","Bedashing Beauty Lounge Al Barsha","4.6","en","https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","false","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","en","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"a month ago","2026-07-21T16:55:41.247Z",,"2026-07-22T07:56:06.000Z","Dear Ms. Bint 9ale7 , we regret to hear about the experience at Bedashing, we take our customers' satisfaction as our top priority, Please be assured that your feedback is very valuable for us we always strive to improve our services and customer service. Kindly share with us your contact details on hello@bedashingbeauty.com and our client relations team will be in touch with you. we thank you for choosing Bedashing Beauty lounge.

",,,,,,"AED 400–500",,"Hairstyling",,,"Ci9DQUlRQUNvZENodHljRjlvT2xoRlFVSTRVVWRGWkV3eU5XSmpjalpqWmxnM1ZHYxAB",,,,,,,,,,,,,,"Google",,,"10",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","1","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","First time for me in this saloon,  it looked good place , however, service not good , very very unprofessional, no wonder why it was empty and no customers in.

First of all, I asked call center about the price of blow dry, they gave me a range depending on the length of the hair, when I reached their, the lady started the blow dry and said that this is extra long hair and charged me too much extra amount, ( exceeded the range I was informed on phone).

It was very clear that they have no experience in handling long hair.  Requested cleaner to hold the hair and assist. I felt so uncomfortable, even the way they were staring at the hair and calling each other to look at the hair length was not nice at all and not acceptable.

I went to many different beauty salons, non of them charged me this much and non of them were so surprised looking at the hair length.

Very very unprofessional.",,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","false","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha",,"false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"a month ago","2026-07-20T00:49:32.230Z",,"2026-07-24T07:26:15.000Z","Dear Monica Santos Thank you for taking the time to share your experience and give us wonderful feedback . We look forward to welcoming you soon at Bedashing!",,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xWQ1h6VjBiVVV3TWpCUE1Ua3lNVU5RTkRkUkxWRRAB",,,,,,,,,,,,,,"Google",,,"0",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","5","Dubai","Shop 1,2 - 3 Umm Suqeim St","false",,,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","false","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha",,"false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"a month ago","2026-07-17T14:27:52.248Z",,"2026-07-18T08:00:58.000Z","Dear azza alaqrabi ,Thank you for taking the time to share your experience and give us wonderful feedback . We look forward to welcoming you soon at Bedashing!",,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25vdFZVdzNVVXhEUTBwdGFqUndPV1JDVlRoME1uYxAB",,,,,,,,,,,,,,"Google",,,"11",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","5","Dubai","Shop 1,2 - 3 Umm Suqeim St","false",,,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","true","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","en","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"a month ago","2026-07-11T15:08:57.854Z",,"2026-07-13T07:59:10.000Z","Dear ,Карина Шкурова Thank you for taking the time to share your experience and give us wonderful feedback . We look forward to welcoming you soon at Bedashing!",,,,,,,,,,,"Ci9DQUlRQUNvZENodHljRjlvT25ZNWVFdDRSblZLTm1KNlIzcEpTRjh3Y1RSdFkxRRAB",,,,,,,,,,,,,,"Google",,,"18",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","5","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","Today I visited the Moroccan bath, and it was absolutely wonderful! 🤍 A huge thank you to Samira for her care, kindness, and professionalism. She was so gentle and attentive during the treatment that it brought back childhood memories of being bathed by my mom🤗 Thank you to the entire team for your warm hospitality, attention to detail, and wonderful atmosphere. I will definitely be back!",,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
"Shop 1,2 - 3 Umm Suqeim St - Al Barsha Second - Al Barsha - Dubai - United Arab Emirates","7016796768716332109","Beauty salon",,"Beauty salon","3841425129674194764",,"AE","0x3e5f6b93bbbfddeb:0x354f7bcd7d7d3f4c",,"https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmc5R6N6UGkeyookXf1YOWXFM9IQjdr9Ei4Xf8CQMRK6SaTPswE5IhSSZcMgvlZBdJxr5bFFy88OIJ2dyMHUKOoBprouDw_grutYupMLkRq2Cg8ovbGZ7WavNydTbeHNg4Wx_Ir=w408-h272-k-no","false","true","/g/11nn1xdt46","en","0","25.1131451","55.2156092",,"Al Barsha Second - Al Barsha","en","false","ChIJ692_u5NrXz4RTD99fc17TzU",,,"Edited a month ago","2026-07-03T14:09:20.253Z",,,,,,,"Punctuality, Professionalism",,,,"Manicure",,,"ChZDSUhNMG9nS0VJQ0FnSURHXzd1UldBEAE",,,,,,,,,,,,,,"Google",,,"98",,,"742","2026-09-03T06:46:58.333Z","Direct Detail URL: https://maps.google.com/?cid=3841425129674194764&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","1","Dubai","Shop 1,2 - 3 Umm Suqeim St","false","They are not organized i .. the manager promised to send someone for manicure service and i am waiting since 20 mins but no one is here yet and she is ignoring when i follow up this unacceptable i have another
appointment and i need to leave",,"Bedashing Beauty Lounge Al Barsha","4.6",,"https://www.google.com/maps/search/?api=1&query=Bedashing%20Beauty%20Lounge%20Al%20Barsha&query_place_id=ChIJ692_u5NrXz4RTD99fc17TzU",
